Product_Name,Rating,Rating_Count,Selling_Price,Discount,Product_Link
"GOBOULT Klarity 4 ANC 35dB, 4 Mic ENC, 60H Total Battery, 35Hr with ANC Bluetooth",4.1,265412,3999,,https://www.flipkart.com/goboult-klarity-4-anc-35db-mic-enc-60h-total-battery-35hr-bluetooth/p/itm56cfabdccb208?pid=ACCHCFA2XQKBJBAH&lid=LSTACCHCFA2XQKBJBAHVAE9MY&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_281&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF1jO9Atm8iCJ-6ICo1PfPEwaShzsD00mCywArljyjJ4BE4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Opus with Latest BT v6.0, Dual Pairing, Chrome Lid, Rubber Finish, 40Hr Playtime Bluetooth",3.9,3654,3999,,https://www.flipkart.com/triggr-opus-latest-bt-v6-0-dual-pairing-chrome-lid-rubber-finish-40hr-playtime-bluetooth/p/itm5bb79ec638f05?pid=ACCHCYYT3AVMJCPP&lid=LSTACCHCYYT3AVMJCPPDUOZDJ&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_282&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF07wBW4WeIDEM1h3CLnOxjeDNv_Rxb3nWEjcfkFAzia7Xbokvd1CzEZnIJbyf1TmFY%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Z60 with 60Hr Battery, 4 Mic ENC, 50ms Ultra Low Latency, 5.3v Bluetooth",4.1,95501,2999,,https://www.flipkart.com/goboult-z60-60hr-battery-4-mic-enc-50ms-ultra-low-latency-5-3v-bluetooth/p/itm72570f39b8e63?pid=ACCGRB6T6ZPSFV2V&lid=LSTACCGRB6T6ZPSFV2VJ78TRO&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_283&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCGRB6T6ZPSFV2V.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
CMF by Nothing Buds Pro 2 with 50 dB ANC| Hi-Res + LDAC| Smart Dial| Spatial Audio|Dual Drivers Bluetooth,4.3,20578,,,https://www.flipkart.com/cmf-nothing-buds-pro-2-50-db-anc-hi-res-ldac-smart-dial-spatial-audio-dual-drivers-bluetooth/p/itm30c0d780a4c6c?pid=ACCHFZ2FPSFBD9UT&lid=LSTACCHFZ2FPSFBD9UTMQZQP0&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_284&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHFZ2FPSFBD9UT.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Z40 v2.0 70Hrs Battery Life, Legacy Continues, 4 Mic ENC, 45ms Low Latency, 5.4v Bluetooth",4.1,211409,5499,,https://www.flipkart.com/goboult-z40-v2-0-70hrs-battery-life-legacy-continues-4-mic-enc-45ms-low-latency-5-4v-bluetooth/p/itm2607bf77da626?pid=ACCHG723HQZF4HVU&lid=LSTACCHG723HQZF4HVUICJHMV&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_285&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHG723HQZF4HVU.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",4.1,19944,2899,,https://www.flipkart.com/ptron-bassbuds-vibe-w-34-hrs-playback-clear-calls-13mm-dynamic-drivers-bluetooth-v5-3-bluetooth/p/itmb2b88126a7b60?pid=ACCH2PKWJNWACX6F&lid=LSTACCH2PKWJNWACX6FRIBZ0A&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_286&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCH2PKWJNWACX6F.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Mega 9 Earbuds w/24 bit 360 Spatial Sound,Leather Finish, Quad Mic,Fast Charge Bluetooth",4,4334,3999,,https://www.flipkart.com/truke-mega-9-earbuds-w-24-bit-360-spatial-sound-leather-finish-quad-mic-fast-charge-bluetooth/p/itm575e9e59de042?pid=ACCHAVF28XGAGFVG&lid=LSTACCHAVF28XGAGFVG2KQKQT&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_287&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF2zz8pwu5aceLpGSRzixvXOhELV_vnbCxnem4CMXBJY9vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Apex S2 2025, Dual Pairing, 60H Battery, Preset EQ, Quad Mic ENC, Rubber Finish Bluetooth",3.9,17024,3999,,https://www.flipkart.com/triggr-apex-s2-2025-dual-pairing-60h-battery-preset-eq-quad-mic-enc-rubber-finish-bluetooth/p/itmbc90835ec0555?pid=ACCHAF4ZMPBGMQVE&lid=LSTACCHAF4ZMPBGMQVEGHVKV1&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_288&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF3MOyZhVMcepBddPe3BDIk8ve87B3vrASdem_6Ydc6ZP5e-z4QeXgTJhz6ZDqqUM18%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi Duopods Horizon [New Launch], AI-ENC, 60 Hrs, 13mm Drivers, Fast Charge, BT v5.3 Bluetooth",4.1,8286,3999,,https://www.flipkart.com/mivi-duopods-horizon-new-launch-ai-enc-60-hrs-13mm-drivers-fast-charge-bt-v5-3-bluetooth/p/itm742b48d69b7bb?pid=ACCHEYV9VHAMGKXK&lid=LSTACCHEYV9VHAMGKXKI5UHAH&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_289&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHEYV9VHAMGKXK.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",4.1,205129,3499,,https://www.flipkart.com/goboult-astra-quad-mic-enc-48hrs-battery-made-india-5-3v-bluetooth/p/itmad1b6e7e8366b?pid=ACCGS2VSKG3E2JW8&lid=LSTACCGS2VSKG3E2JW8GGXDAU&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_290&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCGS2VSKG3E2JW8.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Buds AURA with 70Hrs Playtime, 4-Mic ENC, 13mm Speakers, Rapid Charge, Game Mode Bluetooth",4,4903,2799,,https://www.flipkart.com/truke-buds-aura-70hrs-playtime-4-mic-enc-13mm-speakers-rapid-charge-game-mode-bluetooth/p/itm9c1d18999bda9?pid=ACCH8Z4YYWYHZGPS&lid=LSTACCH8Z4YYWYHZGPSRQYZNY&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_291&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF3QOTf0xyy8ROSMFkfS8irSal2pVKMl7VZfRUadEUM8QOi1ybCaas-TLzwLAWxhb4E%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Ultrabuds N4 with Premium Finish, Rubber Grip Design, 40H Battery, 13 mm Drivers Bluetooth",4,14466,1999,,https://www.flipkart.com/triggr-ultrabuds-n4-premium-finish-rubber-grip-design-40h-battery-13-mm-drivers-bluetooth/p/itm6ddbe8be451d0?pid=ACCH85X8G2KQGJPJ&lid=LSTACCH85X8G2KQGJPJTVYGFR&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_292&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF0s7u9tjcTVsPhem_HWX1wX4z_qr-9-RQeEY7a6_Xxa0NT29QNQVU4kmpt6AERHFAg%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi Duopods K2, 40Hrs PT, HD Call, Fast Charging, 50ms Latency,IPX4, Voice Asst.5.3v Bluetooth",3.9,121429,2999,,https://www.flipkart.com/mivi-duopods-k2-40hrs-pt-hd-call-fast-charging-50ms-latency-ipx4-voice-asst-5-3v-bluetooth/p/itm48b8399bf0d8b?pid=ACCGPFCNWY92GAHY&lid=LSTACCGPFCNWY92GAHYT6R2IL&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_293&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCGPFCNWY92GAHY.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
Aroma NB126 Blaze 32dB Active Noise Cancellation 60H* Fast Charging Earbuds Bluetooth,3.8,66493,3299,,https://www.flipkart.com/aroma-nb126-blaze-32db-active-noise-cancellation-60h-fast-charging-earbuds-bluetooth/p/itm698cb003947de?pid=ACCHCSVMQGBTQFSN&lid=LSTACCHCSVMQGBTQFSNHVAHFZ&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_294&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHCSVMQGBTQFSN.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Airdopes Prime 413,AI-ENx Tech, 50H Battery,Multi Connect,App Support,BEAST Mode Bluetooth",4.1,3045,4490,,https://www.flipkart.com/boat-airdopes-prime-413-ai-enx-tech-50h-battery-multi-connect-app-support-beast-mode-bluetooth/p/itm84ef380f31961?pid=ACCHEYBVHP82BCBN&lid=LSTACCHEYBVHP82BCBNSVFZ8A&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_295&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHEYBVHP82BCBN.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi DuoPods Blaze [New launch], AI-ENC, 60 Hrs, 13mm Drivers, Fast Charging, BT v5.3 Bluetooth",4.1,12805,3999,,https://www.flipkart.com/mivi-duopods-blaze-new-launch-ai-enc-60-hrs-13mm-drivers-fast-charging-bt-v5-3-bluetooth/p/itmb239f96a64243?pid=ACCHEYV9BANHHEFM&lid=LSTACCHEYV9BANHHEFMVEULHG&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_296&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHEYV9BANHHEFM.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"truke Buds F1 Ultra with 60 Hours Playtime, Spatial Audio, 13mm Drivers, Multi-modes Bluetooth",4,43676,2999,,https://www.flipkart.com/truke-buds-f1-ultra-60-hours-playtime-spatial-audio-13mm-drivers-multi-modes-bluetooth/p/itmfbf8d3c2957a6?pid=ACCGXYWD3FGKCHYG&lid=LSTACCGXYWD3FGKCHYGNJDZSN&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_297&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF2PhmIcEWwkspZYxb-GJysm4Kq42Y20PoIJ49m4rFTC2q_79k9JweGWTUr13AZpY3Y%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Z40 v2.0 70Hrs Battery Life, Legacy Continues, 4 Mic ENC, 45ms Low Latency, 5.4v Bluetooth",4.1,211409,5499,,https://www.flipkart.com/goboult-z40-v2-0-70hrs-battery-life-legacy-continues-4-mic-enc-45ms-low-latency-5-4v-bluetooth/p/itm57b7b67f56387?pid=ACCHG723KBGAG9YM&lid=LSTACCHG723KBGAG9YMTG2IVK&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_298&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF2iZJkWCgfV3jcYgBW1UruGX2E0Vg9zKV-sPELuMwmhovcUmN_6PwCReg_VTM4VLxo%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
myxes Tws Ecouteur Headsets Earphones Wireless Earbuds For Mobile Phone Bluetooth,3.7,10657,1999,,https://www.flipkart.com/myxes-tws-ecouteur-headsets-earphones-wireless-earbuds-mobile-phone-bluetooth/p/itmef110760d118d?pid=ACCGHYD2F355KUUP&lid=LSTACCGHYD2F355KUUPK50TVR&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_299&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCGHYD2F355KUUP.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Raptor 30ms Low Latency, Rapid Pairing, 4 Mic ENC, Spaceship Design, 50H Battery Bluetooth",4.1,441,4999,,https://www.flipkart.com/triggr-raptor-30ms-low-latency-rapid-pairing-4-mic-enc-spaceship-design-50h-battery-bluetooth/p/itm4f19978c1f83d?pid=ACCHG6ZDGBXN9GQ3&lid=LSTACCHG6ZDGBXN9GQ3R3GPDR&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_300&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHG6ZDGBXN9GQ3.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Airdopes 181 Pro, 100H Battery, ENx,LED Display, Stream Ad Free Music via App Bluetooth",4,119055,4990,,https://www.flipkart.com/boat-airdopes-181-pro-100h-battery-enx-led-display-stream-ad-free-music-via-app-bluetooth/p/itma33bead0b5129?pid=ACCHYVEQHZZ35PJ7&lid=LSTACCHYVEQHZZ35PJ7DSTGXU&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_301&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF3mfw8sInFgzlyBPIvzVhVpGaVa8FaFIFI6TLKZ0fztSPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Mivi Duopods D4, 50Hrs Playtime, HD Call, Fast Charging, IPX4, Voice Assistant, 5.3v Bluetooth",3.9,92009,2999,,https://www.flipkart.com/mivi-duopods-d4-50hrs-playtime-hd-call-fast-charging-ipx4-voice-assistant-5-3v-bluetooth/p/itm3ca6736ad9108?pid=ACCGQQ2T77EFW8HQ&lid=LSTACCGQQ2T77EFW8HQPTOGYI&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_302&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF2aMvCI0qMlMmD83KdCHfxZ-enzWYJkoCmZzB4uRLPbLaV8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Tenet 75Hrs Battery, App Support, Dual Pairing, Quad Mic ENC, Boosted Bass, 5.4v Bluetooth",4.2,469,5499,,https://www.flipkart.com/goboult-tenet-75hrs-battery-app-support-dual-pairing-quad-mic-enc-boosted-bass-5-4v-bluetooth/p/itm369ed9cb84a51?pid=ACCHG723F6P4FRZB&lid=LSTACCHG723F6P4FRZBKSLPW7&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_303&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHG723F6P4FRZB.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, Low Latency, 5.3v Bluetooth",4.1,276196,4999,,https://www.flipkart.com/goboult-z40-enc-mic-60hr-battery-metal-finish-low-latency-5-3v-bluetooth/p/itm21d4f04d5f53e?pid=ACCGKXHYZECYJRTS&lid=LSTACCGKXHYZECYJRTSLEXAGC&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_304&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCGKXHYZECYJRTS.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Portronics Harmonics Twins S13 in Ear Earbuds With Mic,24H Playtime,Game/Music Mode,BT5.3v Bluetooth Gaming",4.1,4548,1999,,https://www.flipkart.com/portronics-harmonics-twins-s13-ear-earbuds-mic-24h-playtime-game-music-mode-bt5-3v-bluetooth-gaming/p/itmcd3fc23da06d9?pid=ACCGXY97UNDYQUHG&lid=LSTACCGXY97UNDYQUHGXHXAAO&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_305&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCGXY97UNDYQUHG.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"boAt Airdopes 71,40 H Battery, ENx Tech, Low Latency, Stream Ad Free Music via App Bluetooth",3.9,150287,3990,,https://www.flipkart.com/boat-airdopes-71-40-h-battery-enx-tech-low-latency-stream-ad-free-music-via-app-bluetooth/p/itma1ca28d9d8daf?pid=ACCHBCHHG4GECRHH&lid=LSTACCHBCHHG4GECRHHWDBCSW&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_306&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHBCHHG4GECRHH.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Rizz with 40H Playback, Spherical Design, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",4,18413,1999,,https://www.flipkart.com/triggr-rizz-40h-playback-spherical-design-13mm-drivers-rich-bass-fast-charging-bluetooth/p/itm7ce8746614780?pid=ACCH85X8DNUDDGGN&lid=LSTACCH85X8DNUDDGGNMABLYB&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_307&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF30dVDOgRk9635an-50lWgazj0ZfjHaRKBfd2AalQ52gszzobYRiojXTlEkrbvqAP8%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Noise Aura Buds with Dual Device Pairing, 60 Hours of Playtime, and ENC with Quad Mic Bluetooth",4,8013,4499,,https://www.flipkart.com/noise-aura-buds-dual-device-pairing-60-hours-playtime-enc-quad-mic-bluetooth/p/itmc0e794293cd87?pid=ACCGSQJXSK3AJVH8&lid=LSTACCGSQJXSK3AJVH8JJDPX1&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_308&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF3gIcUUvogl-73k-FJLzt79SWWGuXqIS2r1uepyIJswo406z3QAm4-AoFL_C4Jep-g%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, 60H Battery, Rubber Finish, v5.4 Bluetooth",4,49106,3999,,https://www.flipkart.com/triggr-kraken-x4-13mm-drivers-40ms-latency-enc-60h-battery-rubber-finish-v5-4-bluetooth/p/itm11fd34f2ddfb6?pid=ACCH2WWTZUWTRNHP&lid=LSTACCH2WWTZUWTRNHPZ7SX0C&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_309&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCH2WWTZUWTRNHP.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
MarQ by Flipkart Rhythm Q0824 30 Hours Playtime Type C Fast Charging Bluetooth Dual Mic ENC Bluetooth,3.9,724,2999,,https://www.flipkart.com/marq-flipkart-rhythm-q0824-30-hours-playtime-type-c-fast-charging-bluetooth-dual-mic-enc/p/itme01fa6a4fda97?pid=ACCHAP7PHFE4ZXQN&lid=LSTACCHAP7PHFE4ZXQNWABH0I&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_310&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHAP7PHFE4ZXQN.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"DRUMSTONE Single Ear Bluetooth 5.0 Headset | Hands-Free Calling, Universal Fit Bluetooth",,,1499,,https://www.flipkart.com/drumstone-single-ear-bluetooth-5-0-headset-hands-free-calling-universal-fit/p/itm14b1556644ccb?pid=ACCH6FPXMWURHRDY&lid=LSTACCH6FPXMWURHRDYFR5B7J&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_311&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF280hEd4JmS3r3MWbfMLQ73J4N1FKbSSAfZQRclDoMV2g%3D%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"PTron Basspods Tour - AI ENC Calls,45hrs Playback,Pristine Audio, 50ms Low Latency Bluetooth",4,3341,3199,,https://www.flipkart.com/ptron-basspods-tour-ai-enc-calls-45hrs-playback-pristine-audio-50ms-low-latency-bluetooth/p/itm28358e5347d7e?pid=ACCH6WEZJTUZXUZG&lid=LSTACCH6WEZJTUZXUZGFTTFMS&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_312&otracker=search&otracker1=search&fm=Search&iid=en_SWimvifQi1SM0bMs4NDFQsPzy2tMMOhU7RTTIS3GSF2x-zEUK2679jqbIzc8nUinBJkcTLUT9EQfhTnR6ZupP1F91k_NKRtsN7mkYTl-6AQ%3D&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm Speakers, ENC, 45ms Low Latency Bluetooth",3.8,30391,3999,,https://www.flipkart.com/number-navo-buds-x1-w-50h-playtime-dual-pairing-13mm-speakers-enc-45ms-low-latency-bluetooth/p/itm48169be643c7c?pid=ACCH7KT4EX7VGFH2&lid=LSTACCH7KT4EX7VGFH2R1HUON&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_313&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCH7KT4EX7VGFH2.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
"Noise Buds N2 Pro (New Launch) with 70H Playtime, 32dB ANC, Instacharge & BTv6.0 Bluetooth",4.1,1176,4999,,https://www.flipkart.com/noise-buds-n2-pro-new-launch-70h-playtime-32db-anc-instacharge-btv6-0-bluetooth/p/itm32a28996dc312?pid=ACCHF8HZY7EGHCGX&lid=LSTACCHF8HZY7EGHCGXHSZDT6&marketplace=FLIPKART&q=earbuds&store=0pm%2Ffcn%2F821%2Fa7x%2F2si&srno=s_8_314&otracker=search&otracker1=search&fm=Search&iid=3dd3ca90-fbd6-4c6a-833f-cb4423df0ed6.ACCHF8HZY7EGHCGX.SEARCH&ppt=sp&ppn=sp&ssid=d8eq2wsb7k0000001769841361185&qH=2951f68ff1fee1e0&ov_redirect=true
